"","PWSID","PWS_NAME","NPM_CANDIDATE","PRIMACY_AGENCY_CODE","EPA_REGION","SEASON_BEGIN_DATE","SEASON_END_DATE","PWS_ACTIVITY_CODE","PWS_DEACTIVATION_DATE","PWS_TYPE_CODE","DBPR_SCHEDULE_CAT_CODE","CDS_ID","GW_SW_CODE","LT2_SCHEDULE_CAT_CODE","OWNER_TYPE_CODE","POPULATION_SERVED_COUNT","POP_CAT_2_CODE","POP_CAT_3_CODE","POP_CAT_4_CODE","POP_CAT_5_CODE","POP_CAT_11_CODE","PRIMACY_TYPE","PRIMARY_SOURCE_CODE","IS_GRANT_ELIGIBLE_IND","IS_WHOLESALER_IND","IS_SCHOOL_OR_DAYCARE_IND","SERVICE_CONNECTIONS_COUNT","SUBMISSION_STATUS_CODE","ORG_NAME","ADMIN_NAME","EMAIL_ADDR","PHONE_NUMBER","PHONE_EXT_NUMBER","FAX_NUMBER","ALT_PHONE_NUMBER","ADDRESS_LINE1","ADDRESS_LINE2","CITY_NAME","ZIP_CODE","COUNTRY_CODE","STATE_CODE","SOURCE_WATER_PROTECTION_CODE","SOURCE_PROTECTION_BEGIN_DATE","OUTSTANDING_PERFORMER","OUTSTANDING_PERFORM_BEGIN_DATE","CITIES_SERVED","COUNTIES_SERVED"
"1320","PA5020039","PA AMER WATER CO-PITTSBURGH","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"P",686000,2,3,4,5,10,"State","SW","Y","N","N",205745,"Y","PA AMER WATER CO-PITTSBURGH","MISSING NAME",NA,"724-437-0102",NA,NA,NA,"560 HORNING ROAD",NA,"BETHEL PARK","15102","US","PA",NA,NA,NA,NA,"Not Reported","Allegheny"
"1321","PA5020040","FOX CHAPEL AUTH","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"L",18500,2,2,2,4,6,"State","SWP","Y","N","N",5424,"Y","FOX CHAPEL AUTH","MARK NICELY",NA,"412-963-0212",NA,NA,NA,"255 ALPHA DR",NA,"PITTSBURGH","15238","US","PA",NA,NA,NA,NA,"Not Reported","Allegheny"
"1322","PA5020041","PLUM BORO MUNI AUTH","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"L",27500,2,2,2,4,6,"State","SWP","Y","N","N",9765,"Y","PLUM BORO MUNI AUTH","HOWARD THEIS, MANAGER",NA,"412-793-7331",NA,NA,NA,"4555 NEW TEXAS RD",NA,"PITTSBURGH","15239","US","PA",NA,NA,NA,NA,"Not Reported","Allegheny"
"1323","PA5020042","WESTERN PENNSYLVANIA WATER CO","N","PA","03","01-01","12-31","I","01-APR-78","CWS",NA,NA,"SW",NA,"P",127000,2,3,4,5,8,"State","SWP","N","N","N",12196,"Y",NA,"WESTERN PENNSYLVANIA WATER CO",NA,"412-343-0200",NA,NA,NA,NA,"410 COOKE LANE","PITTSBURGH","15234","US","PA",NA,NA,NA,NA,"Not Reported","Allegheny"
"1324","PA5020043","WEST VIEW WATER AUTHORITY","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"L",200000,2,3,4,5,8,"State","SW","Y","N","N",54116,"Y","WEST VIEW WATER AUTHORITY","ROBERT CHRISTIAN, EXEC. DIR.",NA,"412-931-3292",NA,NA,NA,"210 PERRY HIGHWAY",NA,"PITTSBURGH","15229","US","PA",NA,NA,NA,NA,"Not Reported","Allegheny"
"1325","PA5020045","ROBINSON TWP MUNI AUTH","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"L",16354,2,2,2,4,6,"State","SW","Y","N","N",4953,"Y","ROBINSON TWP MUNI AUTH","ANTHONY LENZE, EXEC DIR",NA,"412-923-2333",NA,NA,NA,"4200 CAMPBELLS RUN ROAD",NA,"PITTSBURGH","15205","US","PA",NA,NA,NA,NA,"Not Reported","Allegheny"
"1326","PA5020056","WILKINSBURG-PENN JT WATER AUTH","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"L",125000,2,3,4,5,8,"State","SW","Y","N","N",39302,"Y","WILKINSBURG-PENN JT WATER AUTH","NICK BIANCHI, GENERAL MANAGER",NA,"412-243-6200",NA,NA,NA,"2200 ROBINSON BLVD",NA,"WILKINSBURG","15221","US","PA",NA,NA,NA,NA,"Not Reported","Allegheny"
"1327","PA5020061","HAMPTON TWP MUNI AUTH","N","PA","03",NA,NA,"I","31-DEC-11","CWS",NA,NA,"SW",NA,"L",24546,2,2,2,4,6,"State","SWP","N","N","N",9827,"Y","HAMPTON TWP MUNI AUTH","SAMUEL SCARFONE, MGR",NA,"412-486-4867",NA,NA,NA,"PO BOX 66",NA,"ALLISON PARK","15101","US","PA",NA,NA,NA,NA,"Not Reported","Allegheny"
"1328","PA5020078","FINDLAY TWP MUNICIPAL AUTH","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"L",11460,2,2,2,4,6,"State","SWP","Y","N","N",2110,"Y","FINDLAY TWP MUNICIPAL AUTH","JASON ORSINI, GENERAL MANAGER",NA,"724-695-3108",NA,NA,NA,"PO BOX 49",NA,"CLINTON","15026","US","PA",NA,NA,NA,NA,"Not Reported","Allegheny"
"1329","PA5020108","HARRISON TWP WATER AUTH","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"L",13411,2,2,2,4,6,"State","SW","Y","N","N",4899,"Y","HARRISON TWP WATER AUTH","CHARLES V CRAIG,  GEN MGR",NA,"724-226-2500",NA,NA,NA,"1705 REAR FREEPORT RD",NA,"NATRONA HEIGHTS","15065","US","PA",NA,NA,NA,NA,"Not Reported","Allegheny"
"1330","PA5020947","PITTSBURGH INTL AIRPORT","Y","PA","03","01-01","12-31","A",NA,"NTNCWS",NA,NA,"SW",NA,"L",26915,2,2,2,4,6,"State","SWP","Y","N","N",50,"Y","PITTSBURGH INTL AIRPORT","THOMAS SOMERVILLE,OPERATOR",NA,"412-472-3500",NA,NA,NA,"LANDSIDE TERMINAL BOX 12370",NA,"PITTSBURGH","15231","US","PA",NA,NA,NA,NA,"Not Reported","Allegheny"
"1331","PA5040006","MUN WATER AUTH OF ALIQUIPPA","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"GW",NA,"L",14250,2,2,2,4,6,"State","GW","Y","N","N",6154,"Y","MUN WATER AUTH OF ALIQUIPPA","ROBERT J. DIGIOVINE",NA,"724-375-5525",NA,NA,NA,"160 HOPEWELL AVE",NA,"ALIQUIPPA","15001","US","PA",NA,NA,NA,NA,"Not Reported","Beaver"
"1332","PA5040007","CENTER TWP WATER AUTH","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"GW",NA,"L",19000,2,2,2,4,6,"State","GW","Y","N","N",4819,"Y","CENTER TWP WATER AUTH","WILLIAM DICIOCCIO, SR.",NA,"724-774-7766",NA,NA,NA,"224 CENTER GRANGE RD",NA,"ALIQUIPPA","15001","US","PA",NA,NA,NA,NA,"Not Reported","Beaver"
"1333","PA5040008","AMBRIDGE WATER AUTH","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"L",19500,2,2,2,4,6,"State","SW","Y","N","N",7349,"Y","AMBRIDGE WATER AUTH","JEFF ALLEN,OPERATIONS MGR",NA,"724-266-3360",NA,NA,NA,"PO BOX 257 600 ELEVENTH ST",NA,"AMBRIDGE","15003","US","PA",NA,NA,NA,NA,"Not Reported","Beaver"
"1334","PA5040012","BEAVER FALLS MUNI AUTH","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"L",50000,2,2,3,4,6,"State","SW","Y","N","N",19038,"Y","BEAVER FALLS MUNI AUTH","JAMES RIGGIO",NA,"724-846-2400",NA,NA,NA,"1425 EIGHTH AVE",NA,"BEAVER FALLS","15010","US","PA",NA,NA,NA,NA,"Not Reported","Beaver"
"1335","PA5040054","SOUTH HEIGHTS BORO","N","PA","03","01-01","12-31","I","01-JUN-78","CWS",NA,NA,"GW",NA,"L",10500,2,2,2,4,6,"State","GW","N","N","N",2625,"Y",NA,"SOUTH HEIGHTS BORO",NA,NA,NA,NA,NA,NA,"%SUPT CRESWELL HGTS JOINT AUTH","SOUTH HEIGHTS","15081","US","PA",NA,NA,NA,NA,"Not Reported","Beaver"
"1336","PA5040063","CRESWELL HEIGHTS JT AUTH","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"GW",NA,"L",15000,2,2,2,4,6,"State","GW","Y","N","N",5714,"Y","CRESWELL HEIGHTS JT AUTH","DANIEL LOSCO",NA,"724-375-6155",NA,NA,NA,"3961 JORDAN STREET, BOX 301",NA,"SOUTH HEIGHTS","15081","US","PA",NA,NA,NA,NA,"Not Reported","Beaver"
"1337","PA5040084","BEAVER FALLS MA- NEW BRIGHTON","N","PA","03",NA,NA,"I","31-MAR-93","CWS",NA,NA,"SW",NA,"L",23099,2,2,2,4,6,"State","SW","N","N","N",7533,"Y",NA,"NORMAN VAN DYKE, MGR.",NA,"724-846-7122",NA,NA,NA,"1425 8TH AVENUE, P.O. BOX 400",NA,"BEAVER FALLS","15010","US","PA",NA,NA,NA,NA,"Not Reported","Beaver"
"1338","PA5100012","PA AMERICAN WATER CO BUTLER","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"P",43044,2,2,2,4,6,"State","SW","Y","N","N",16871,"Y","PA AMERICAN WATER CO BUTLER","JASON STANTON",NA,"724-287-7150",NA,NA,NA,"2736 ELLWOOD RD",NA,"NEW CASTLE","16101","US","PA",NA,NA,NA,NA,"Not Reported","Butler"
"1339","PA5100079","SLIPPERY ROCK MUNI AUTH","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"GW",NA,"L",15778,2,2,2,4,6,"State","GW","Y","N","N",925,"Y","SLIPPERY ROCK MUNI AUTH","PAUL A DICKEY",NA,"724-794-8303",NA,NA,NA,"PO BOX 157",NA,"SLIPPERY ROCK","16057","US","PA",NA,NA,NA,NA,"Not Reported","Butler"
"1340","PA5100094","CRANBERRY TWP WTP","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"L",29000,2,2,2,4,6,"State","SWP","Y","N","N",9900,"Y","CRANBERRY TWP WTP","JASON DAILEY",NA,"724-776-4806",NA,NA,NA,"2525 ROCHESTER RD SUITE 400",NA,"CRANBERRY TWP","16066","US","PA",NA,NA,NA,NA,"Not Reported","Butler"
"1341","PA5100095","WEST PA WATER CO-BUTLER DIST","N","PA","03","01-01","12-31","I","01-MAY-78","CWS",NA,NA,"SW",NA,"P",35700,2,2,2,4,6,"State","SW","N","N","N",0,"Y",NA,"WEST PA WATER CO-BUTLER DIST",NA,NA,NA,NA,NA,NA,"105 LINCOLN AVE","BUTLER","16001","US","PA",NA,NA,NA,NA,"Not Reported","Butler"
"1342","PA5100100","MORAINE STATE PARK W S","N","PA","03","01-01","12-31","I","01-MAY-79","TNCWS",NA,NA,"SW",NA,"F",25000,2,2,2,4,6,"State","SW","N","N","N",0,"Y",NA,"MORAINE STATE PARK W S",NA,NA,NA,NA,NA,NA,"C/O BUR STATE PARK PO BOX 1467","HARRISBURG","17120","US","PA",NA,NA,NA,NA,"Not Reported","Butler"
"1343","PA5260005","PA-AMERICAN WATER-BROWNSVILLE","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"P",11890,2,2,2,4,6,"State","SW","Y","N","N",5175,"Y","PA-AMERICAN WATER-BROWNSVILLE","MEGAN ROOT",NA,"724-785-5831",NA,NA,NA,"380 BECKS RUN ROAD",NA,"PITTSBURGH","15210","US","PA",NA,NA,NA,NA,"Not Reported","Fayette"
"1344","PA5260019","NORTH FAYETTE CNTY MUNI AUTH","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"L",35590,2,2,2,4,6,"State","SW","Y","N","N",15048,"Y","NORTH FAYETTE CNTY MUNI AUTH","ROBERT S SOFTCHECK, GEN MGR",NA,"724-626-1211",NA,NA,NA,"1634 UNIVERSITY DR, PO BOX 368",NA,"DUNBAR","15431","US","PA",NA,NA,NA,NA,"Not Reported","Fayette"
"1345","PA5260020","PA-AMERICAN WATER- UNIONTOWN","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"P",23125,2,2,2,4,6,"State","SWP","Y","N","N",9132,"Y","PA-AMERICAN WATER- UNIONTOWN","JOSHUA DUNKLE,SW DIV. MGR",NA,"724-437-0102",NA,NA,NA,"60 ELRAMA AVENUE",NA,"ELRAMA","15038","US","PA",NA,NA,NA,NA,"Not Reported","Fayette"
"1346","PA5260022","PA-AMERICAN WATER CO-CONNELLSV","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"P",11441,2,2,2,4,6,"State","SWP","Y","N","N",4697,"Y","PA-AMERICAN WATER CO-CONNELLSV","RON BARGIEL",NA,"724-437-0102",NA,NA,NA,"72 COOLSPRING ST",NA,"UNIONTOWN","15401","US","PA",NA,NA,NA,NA,"Not Reported","Fayette"
"1347","PA5260024","SOUTHWESTERN PA WATER AUTH","N","PA","03",NA,NA,"I","03-APR-95","CWS",NA,NA,"SW",NA,"L",35000,2,2,2,4,6,"State","SW","N","N","N",10690,"Y",NA,"J.J. SIMATIC, MANAGER",NA,"724-883-2301",NA,NA,NA,"GREENE AND WASHINGTON STREETS",NA,"JEFFERSON","15344","US","PA",NA,NA,NA,NA,"Not Reported","Fayette"
"1348","PA5260036","MAWC YOUGH PLANT","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"L",140000,2,3,4,5,8,"State","SW","Y","N","N",120288,"Y","MAWC YOUGH PLANT","CHRISTOPHER H. KERR, GEN MGR",NA,"724-626-0050",NA,NA,NA,"P.O. BOX 730",NA,"GREENSBURG","15601","US","PA",NA,NA,NA,NA,"Not Reported","Fayette"
"1349","PA5300017","SOUTHWESTERN PA WATER AUTH","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"L",40000,2,2,2,4,6,"State","SW","Y","N","N",12187,"Y","SOUTHWESTERN PA WATER AUTH","JACK GOLDING, MANAGER",NA,"724-883-2301",NA,NA,NA,"PO BOX 187",NA,"JEFFERSON","15344","US","PA",NA,NA,NA,NA,"Not Reported","Greene"
"1350","PA5320025","PA AMERICAN WATER CO-INDIANA D","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"P",22360,2,2,2,4,6,"State","SW","Y","N","N",7500,"Y","PA AMERICAN WATER CO-INDIANA D","SHERRI MEDIVITZ,OPER SUPV",NA,"724-465-6600",NA,NA,NA,"1034 WATERWORKS RD",NA,"INDIANA","15701","US","PA",NA,NA,NA,NA,"Not Reported","Indiana"
"1351","PA5630018","MONONGAHELA CITY WATER WORKS","N","PA","03","01-01","12-31","I","01-MAY-78","CWS",NA,NA,"GW",NA,"P",14000,2,2,2,4,6,"State","GW","N","N","N",0,"Y",NA,"MONONGAHELA CITY WATER WORKS",NA,NA,NA,NA,NA,NA,NA,"MONONGAHELA","15063","US","PA",NA,NA,NA,NA,"Not Reported","Washington"
"1352","PA5630035","PA AMERICAN WATER CO-CALIFORNA","N","PA","03",NA,NA,"I","09-AUG-90","CWS",NA,NA,"SW",NA,"P",10255,2,2,2,4,6,"State","SW","N","N","N",1302,"Y",NA,NA,NA,"724-785-5871",NA,NA,NA,"800 WEST HERSHEYPARK DRIVE",NA,"HERSHEY","170330888","US","PA",NA,NA,NA,NA,"Not Reported","Washington"
"1353","PA5630037","PA AMERICAN-CANONS/WASHINGTON","N","PA","03",NA,NA,"I","01-MAR-93","CWS",NA,NA,"SW",NA,"P",114135,2,3,4,5,8,"State","SWP","N","N","N",32610,"Y",NA,"FRANK A KOHLER, JR, MANAGER",NA,"724-745-5711",NA,NA,NA,"300 GALLEY ROAD, P.O. 1290",NA,"MCMURRAY","153174290","US","PA",NA,NA,NA,NA,"Not Reported","Washington"
"1354","PA5630039","AUTH OF BORO OF CHARLEROI","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"L",26330,2,2,2,4,6,"State","SW","Y","N","N",12305,"Y","AUTH OF BORO OF CHARLEROI","EDWARD GOLANKA, GEN MGR",NA,"724-483-3585",NA,NA,NA,"PO BOX 211",NA,"CHARLEROI","15022","US","PA",NA,NA,NA,NA,"Not Reported","Washington"
"1355","PA5630045","TRI CNTY JT MUNI AUTH","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"L",10100,2,2,2,4,6,"State","SW","Y","N","N",3400,"Y","TRI CNTY JT MUNI AUTH","DAVID BOJTOS",NA,"724-377-2211",NA,NA,NA,"PO BOX 758",NA,"FREDERICKTOWN","15333","US","PA",NA,NA,NA,NA,"Not Reported","Washington"
"1356","PA5630049","WESTERN PA WATER CO MCDONALD","N","PA","03","01-01","12-31","I","01-JAN-84","CWS",NA,NA,"SW",NA,"P",11069,2,2,2,4,6,"State","SW","N","N","N",3200,"Y",NA,"WESTERN PA WATER CO MCDONALD",NA,"412-926-8440",NA,NA,NA,NA,"301 EAST BARR ST","MCDONALD","15057","US","PA",NA,NA,NA,NA,"Not Reported","Washington"
"1357","PA5630054","WESTERN PA W CO-WASHINGTON DIS","N","PA","03",NA,NA,"I","27-FEB-78","CWS",NA,NA,"SW",NA,"P",26000,2,2,2,4,6,"State","SW","N","N","N",1,"Y",NA,NA,NA,NA,NA,NA,NA,"62 E WHEELING ST",NA,"WASHINGTON","15301","US","PA",NA,NA,NA,NA,"Not Reported","Washington"
"1358","PA5630060","WESTERN PA WATER-MONONGAHELA","N","PA","03","01-01","12-31","I","01-AUG-78","CWS",NA,NA,"SW",NA,"P",13000,2,2,2,4,6,"State","SW","N","N","N",0,"Y",NA,"WESTERN PA WATER-MONONGAHELA",NA,"412-258-6166",NA,NA,NA,NA,"1025 COUNTRY CLUB ROAD","MONONGAHELA","15063","US","PA",NA,NA,NA,NA,"MONONGAHELA","Washington"
"1359","PA5650032","WESTMD MUN AUTH-SWEENEY PLANT","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"L",150000,2,3,4,5,8,"State","SW","Y","N","N",43228,"Y","WESTMD MUN AUTH-SWEENEY PLANT","CHRIS KERR, AUTHORITY MANAGER",NA,"724-755-5800",NA,NA,NA,"PO BOX 730",NA,"GREENSBURG","15601","US","PA",NA,NA,NA,NA,"Not Reported","Westmoreland"
"1360","PA5650033","N KENSINGTON WATER PLANT","N","PA","03","01-01","12-31","I","01-JAN-78","CWS",NA,NA,"SW",NA,"P",50000,2,2,3,4,6,"State","SW","N","N","N",0,"Y",NA,"N KENSINGTON WATER PLANT",NA,NA,NA,NA,NA,NA,NA,"NEW KENSINGTON","15068","US","PA",NA,NA,NA,NA,"Not Reported","Westmoreland"
"1361","PA5650035","KEYSTONE STATE PARK","N","PA","03","01-01","12-31","I","01-FEB-80","TNCWS",NA,NA,"GW",NA,"F",20500,2,2,2,4,6,"State","GW","N","N","N",0,"Y",NA,"KEYSTONE STATE PARK",NA,NA,NA,NA,NA,NA,"C/O PARK SUPT","NEW ALEXANDRIA","15670","US","PA",NA,NA,NA,NA,"Not Reported","Westmoreland"
"1362","PA5650060","LATROBE MUNI AUTH","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"L",30000,2,2,2,4,6,"State","SW","Y","N","N",7756,"Y","LATROBE MUNI AUTH","THOMAS D GRAY, MGR",NA,"724-537-3378",NA,NA,NA,"PO BOX 88",NA,"LATROBE","15650","US","PA",NA,NA,NA,NA,"Not Reported","Westmoreland"
"1363","PA5650069","HIGHRIDGE WATER AUTH","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"L",16000,2,2,2,4,6,"State","SW","Y","N","N",2850,"Y","HIGHRIDGE WATER AUTH","GEORGE E SULKOSKY, EX DIRECTOR",NA,"888-557-4343",NA,NA,NA,"17 MAPLE AVENUE",NA,"BLAIRSVILLE","15717","US","PA",NA,NA,NA,NA,"Not Reported","Westmoreland"
"1364","PA5650070","NEW KENSINGTON MUNI AUTH","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"L",47800,2,2,2,4,6,"State","SW","Y","N","N",13831,"Y","NEW KENSINGTON MUNI AUTH","JAMES A MATTA, GEN MGR",NA,"724-337-3577",NA,NA,NA,"PO BOX 577, 920 BARNES ST",NA,"NEW KENSINGTON","15068","US","PA",NA,NA,NA,NA,"Not Reported","Westmoreland"
"1365","PA6160001","PA AMERICAN WATER CO CLARION","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"P",16600,2,2,2,4,6,"State","SW","Y","N","N",4350,"Y","PA AMERICAN WATER CO CLARION","C/O MARY ROLAND",NA,"814-226-8940",NA,NA,NA,"1909 OAKLAND AVE",NA,"INDIANA","15701","US","PA",NA,NA,NA,NA,"Not Reported","Clarion"
"1366","PA6170008","CLEARFIELD MUNICIPAL AUTH","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"L",14000,2,2,2,4,6,"State","SW","Y","N","N",5551,"Y","CLEARFIELD MUNICIPAL AUTH","JEFFREY S WILLIAMS MANAGER",NA,"814-765-9609",NA,NA,NA,"107 EAST MARKET STREET",NA,"CLEARFIELD","16830","US","PA",NA,NA,NA,NA,"Not Reported","Clearfield"
"1367","PA6170031","KEYSTONE WATER-MOSHANNON VAL","N","PA","03",NA,NA,"I","01-OCT-87","CWS",NA,NA,"SW",NA,"P",10300,2,2,2,4,6,"State","SW","N","N","N",3100,"Y",NA,NA,NA,"814-342-2190",NA,NA,NA,"PHILIPSBURG DIV 323 N FRONT ST",NA,"PHILIPSBURG","16866","US","PA",NA,NA,NA,NA,"Not Reported","Clearfield"
"1368","PA6200036","MEADVILLE AREA WATER AUTHORITY","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"GW",NA,"L",17339,2,2,2,4,6,"State","GW","Y","N","N",5265,"Y","MEADVILLE AREA WATER AUTHORITY","YVONNE SHAFFER",NA,"814-724-6057",NA,NA,NA,"18160 ROGERS FERRY ROAD",NA,"MEADVILLE","16335","US","PA",NA,NA,NA,NA,"Not Reported","Crawford"
"1369","PA6240016","ST MARYS AREA WATER AUTH","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"L",22000,2,2,2,4,6,"State","SW","Y","N","N",7236,"Y","ST MARYS AREA WATER AUTH","DWIGHT HOARE MGR",NA,"814-834-4362",NA,NA,NA,"967 STATE ST.RT.120W.P.O.BOX33",NA,"ST MARYS","15857","US","PA",NA,NA,NA,NA,"Not Reported","Elk"
"1370","PA6250028","ERIE CITY WATER AUTHORITY","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"L",180000,2,3,4,5,8,"State","SW","Y","N","N",51484,"Y","ERIE CITY WATER AUTHORITY","PAUL VOJTEK, CEO",NA,"814-870-8000",NA,NA,NA,"340 W. BAYFRONT PKWY.",NA,"ERIE","16507","US","PA",NA,NA,NA,NA,"Not Reported","Erie"
"1371","PA6250050","HARBORCREEK TWP MUN AUTH","N","PA","03",NA,NA,"I","18-APR-78","CWS",NA,NA,"SW",NA,"L",10500,2,2,2,4,6,"State","SWP","N","N","N",2625,"Y",NA,NA,NA,"814-   -",NA,NA,NA,"C/O SUPT HARBORCREEK TWP MUN A",NA,"HARBORCREEK","16421","US","PA",NA,NA,NA,NA,"Not Reported","Erie"
"1372","PA6250076","MILLCREEK TWP WATER AUTH","Y","PA","03",NA,NA,"I","18-DEC-15","CWS",NA,NA,"SW",NA,"L",19000,2,2,2,4,6,"State","SWP","N","N","N",7233,"Y","MILLCREEK TWP WATER AUTH","DAVE MOTHERWELL",NA,"814-835-6721",NA,NA,NA,"340 WEST BAYFRONT PKWY",NA,"ERIE","16507","US","PA",NA,NA,NA,NA,"Not Reported","Erie"
"1373","PA6250090","SUMMIT TOWNSHIP WATER AUTHORIT","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"L",12226,2,2,2,4,6,"State","SWP","Y","N","N",2162,"Y","SUMMIT TOWNSHIP WATER AUTHORIT","SUMMIT TWP WATER AUTHORITY",NA,"814-864-2323",NA,NA,NA,"1320 TOWNHALL ROAD",NA,"ERIE","16509","US","PA",NA,NA,NA,NA,"Not Reported","Erie"
"1374","PA6370011","PA AMER WATER CO ELLWOOD CTY","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"P",17200,2,2,2,4,6,"State","SW","Y","N","N",5838,"Y","PA AMER WATER CO ELLWOOD CTY","PLANT MANAGER",NA,"724-652-4684",NA,NA,NA,"2736 ELLWOOD RD",NA,"NEW CASTLE","16101","US","PA",NA,NA,NA,NA,"Not Reported","Lawrence"
"1375","PA6370034","PA AMER WATER CO NEW CASTLE","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"P",42940,2,2,2,4,6,"State","SW","Y","N","N",16975,"Y","PA AMER WATER CO NEW CASTLE","PLANT MANAGER",NA,"724-652-4684",NA,NA,NA,"2736 ELLWOOD RD",NA,"NEW CASTLE","16101","US","PA",NA,NA,NA,NA,"Not Reported","Lawrence"
"1376","PA6420014","BRADFORD CITY WATER AUTHORITY","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"L",18000,2,2,2,4,6,"State","SW","Y","N","N",6233,"Y","BRADFORD CITY WATER AUTHORITY","KIM BENJAMIN, EXECUTIVE DIR",NA,"814-362-3004",NA,NA,NA,"28 KENNEDY ST",NA,"BRADFORD","16701","US","PA",NA,NA,NA,NA,"Not Reported","McKean"
"1377","PA6430054","AQUA PA SHENANGO VALLEY WTP","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"P",48000,2,2,2,4,6,"State","SW","Y","N","N",15142,"Y","AQUA PA SHENANGO VALLEY WTP","JACK WALTER",NA,"724-347-7418",NA,NA,NA,"644 N WATER AVE",NA,"SHARON","16146","US","PA",NA,NA,NA,NA,"Not Reported","Mercer"
"1378","PA6610023","OIL CITY","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"GW",NA,"L",12653,2,2,2,4,6,"State","GW","Y","N","N",4451,"Y","OIL CITY","JASON HERMAN, WATER DEPT DIR.",NA,"814-678-3019",NA,NA,NA,"21 SENECA STREET",NA,"OIL CITY","16301","US","PA",NA,NA,NA,NA,"Not Reported","Venango"
"1379","PA6620020","PA AMERICAN WATER CO WARREN","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"GW",NA,"P",14650,2,2,2,4,6,"State","GW","Y","N","N",5436,"Y","PA AMERICAN WATER CO WARREN","PAULA SHARENO",NA,"814-726-3952",NA,NA,NA,"10 WILLEY STREET",NA,"WARREN","16365","US","PA",NA,NA,NA,NA,"Not Reported","Warren"
"1380","PA7010019","GETTYSBURG MUNI AUTH","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"L",12425,2,2,2,4,6,"State","SW","Y","N","N",3600,"Y","GETTYSBURG MUNI AUTH","MARK GUISE",NA,"717-334-6738",NA,NA,NA,"601 E MIDDLE ST",NA,"GETTYSBURG","17325","US","PA",NA,NA,NA,NA,"Not Reported","Adams"
"1381","PA7210002","CARLISLE WATER TRMT PLT","Y","PA","03",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"L",30314,2,2,2,4,6,"State","SW","Y","N","N",6648,"Y","CARLISLE WATER TRMT PLT","PETER SELAN",NA,"717-249-4422",NA,NA,NA,"53 W SOUTH ST",NA,"CARLISLE","17013","US","PA",NA,NA,NA,NA,"Not Reported","Cumberland"
